specialty,date,year,wait_type,total_waiting
Respiratory Medicine,2024-11-28,2024,Outpatient,24341.0
Rheumatology,2024-11-28,2024,Outpatient,12262.0
Small Volume Specialties,2024-11-28,2024,Outpatient,576.0
Urology,2024-11-28,2024,Outpatient,22234.0
Vascular Surgery,2024-11-28,2024,Outpatient,12549.0
Cardio-Thoracic Surgery,2024-11-28,2024,Outpatient,43.0
Cardiology,2024-11-28,2024,Outpatient,29.0
Clinical (Medical) Genetics,2024-11-28,2024,Outpatient,74.0
Clinical Immunology,2024-11-28,2024,Outpatient,698.0
Dental Surgery,2024-11-28,2024,Outpatient,418.0
Dermatology,2024-11-28,2024,Outpatient,3839.0
Developmental Paediatrics,2024-11-28,2024,Outpatient,870.0
General Surgery,2024-11-28,2024,Outpatient,1157.0
Gynaecology,2024-11-28,2024,Outpatient,531.0
Immunology,2024-11-28,2024,Outpatient,372.0
Maxillo-Facial,2024-11-28,2024,Outpatient,317.0
Ophthalmology,2024-11-28,2024,Outpatient,3428.0
Orthopaedics,2024-11-28,2024,Outpatient,2302.0
Otolaryngology (ENT),2024-11-28,2024,Outpatient,8490.0
Paed Cardiology,2024-11-28,2024,Outpatient,3990.0
Paed Endocrinology,2024-11-28,2024,Outpatient,740.0
Paed Gastro-Enterol,2024-11-28,2024,Outpatient,921.0
Paed Haematology,2024-11-28,2024,Outpatient,278.0
Paed Metabolic Medicine,2024-11-28,2024,Outpatient,36.0
Paed Nephrology,2024-11-28,2024,Outpatient,577.0
Paed Orthopaedic,2024-11-28,2024,Outpatient,3773.0
Paediatric Dermatology,2024-11-28,2024,Outpatient,6074.0
Paediatric ENT,2024-11-28,2024,Outpatient,6255.0
Paediatric Infectious Diseases,2024-11-28,2024,Outpatient,49.0
Paediatric Neurology,2024-11-28,2024,Outpatient,1630.0
Paediatric Neurosurgery,2024-11-28,2024,Outpatient,63.0
Paediatric Respiratory Medicine,2024-11-28,2024,Outpatient,1630.0
Paediatric Surgery,2024-11-28,2024,Outpatient,2264.0
Paediatric Urology,2024-11-28,2024,Outpatient,2000.0
Paediatrics,2024-11-28,2024,Outpatient,18470.0
Pain Relief,2024-11-28,2024,Outpatient,30.0
Plastic Surgery,2024-11-28,2024,Outpatient,1167.0
Rheumatology,2024-11-28,2024,Outpatient,833.0
Small Volume Specialties,2024-11-28,2024,Outpatient,728.0
Urology,2024-11-28,2024,Outpatient,1814.0
Anaesthetics,2024-12-19,2024,Outpatient,71.0
Breast Surgery,2024-12-19,2024,Outpatient,2090.0
Cardio-Thoracic Surgery,2024-12-19,2024,Outpatient,401.0
Cardiology,2024-12-19,2024,Outpatient,36548.0
Chemical Pathology,2024-12-19,2024,Outpatient,83.0
Clinical (Medical) Genetics,2024-12-19,2024,Outpatient,2610.0
Clinical Immunology,2024-12-19,2024,Outpatient,3479.0
Clinical Neurophysiology,2024-12-19,2024,Outpatient,1371.0
Dermatology,2024-12-19,2024,Outpatient,51085.0
Diabetes Mellitus,2024-12-19,2024,Outpatient,1939.0
Endocrinology,2024-12-19,2024,Outpatient,19259.0
Gastro-Enterology,2024-12-19,2024,Outpatient,17142.0
Gastro-Intestinal Surgery,2024-12-19,2024,Outpatient,479.0
General Medicine,2024-12-19,2024,Outpatient,10722.0
General Surgery,2024-12-19,2024,Outpatient,28948.0
Geriatric Medicine,2024-12-19,2024,Outpatient,3916.0
Gynaecology,2024-12-19,2024,Outpatient,28884.0
Haematology,2024-12-19,2024,Outpatient,9698.0
Hepato-Biliary Surgery,2024-12-19,2024,Outpatient,124.0
Infectious Diseases,2024-12-19,2024,Outpatient,1416.0
Maxillo-Facial,2024-12-19,2024,Outpatient,2303.0
Metabolic Medicine,2024-12-19,2024,Outpatient,119.0
Nephrology,2024-12-19,2024,Outpatient,3785.0
Neurology,2024-12-19,2024,Outpatient,21151.0
Neurosurgery,2024-12-19,2024,Outpatient,10723.0
Oncology,2024-12-19,2024,Outpatient,551.0
Ophthalmology,2024-12-19,2024,Outpatient,33704.0
Orthopaedics,2024-12-19,2024,Outpatient,59764.0
Otolaryngology (ENT),2024-12-19,2024,Outpatient,32868.0
Paediatric Neurology,2024-12-19,2024,Outpatient,33.0
Paediatrics,2024-12-19,2024,Outpatient,149.0
Pain Relief,2024-12-19,2024,Outpatient,14336.0
Pathology,2024-12-19,2024,Outpatient,172.0
Plastic Surgery,2024-12-19,2024,Outpatient,12836.0
Psychiatry,2024-12-19,2024,Outpatient,536.0
Radiotherapy,2024-12-19,2024,Outpatient,29.0
Respiratory Medicine,2024-12-19,2024,Outpatient,23894.0
Rheumatology,2024-12-19,2024,Outpatient,11665.0
Small Volume Specialties,2024-12-19,2024,Outpatient,606.0
Urology,2024-12-19,2024,Outpatient,21596.0
Vascular Surgery,2024-12-19,2024,Outpatient,12340.0
Cardio-Thoracic Surgery,2024-12-19,2024,Outpatient,43.0
Cardiology,2024-12-19,2024,Outpatient,26.0
Clinical (Medical) Genetics,2024-12-19,2024,Outpatient,71.0
Clinical Immunology,2024-12-19,2024,Outpatient,765.0
Dental Surgery,2024-12-19,2024,Outpatient,426.0
Dermatology,2024-12-19,2024,Outpatient,3754.0
Developmental Paediatrics,2024-12-19,2024,Outpatient,863.0
General Surgery,2024-12-19,2024,Outpatient,1121.0
Gynaecology,2024-12-19,2024,Outpatient,530.0
Haematology,2024-12-19,2024,Outpatient,20.0
Immunology,2024-12-19,2024,Outpatient,352.0
Maxillo-Facial,2024-12-19,2024,Outpatient,300.0
Ophthalmology,2024-12-19,2024,Outpatient,3338.0
Orthopaedics,2024-12-19,2024,Outpatient,2227.0
Otolaryngology (ENT),2024-12-19,2024,Outpatient,8190.0
Paed Cardiology,2024-12-19,2024,Outpatient,3689.0
Paed Endocrinology,2024-12-19,2024,Outpatient,736.0
Paed Gastro-Enterol,2024-12-19,2024,Outpatient,882.0
Paed Haematology,2024-12-19,2024,Outpatient,277.0
Paed Metabolic Medicine,2024-12-19,2024,Outpatient,38.0
Paed Nephrology,2024-12-19,2024,Outpatient,563.0
Paed Orthopaedic,2024-12-19,2024,Outpatient,3622.0
Paediatric Dermatology,2024-12-19,2024,Outpatient,5983.0
Paediatric ENT,2024-12-19,2024,Outpatient,6112.0
Paediatric Infectious Diseases,2024-12-19,2024,Outpatient,36.0
Paediatric Neurology,2024-12-19,2024,Outpatient,1630.0
Paediatric Neurosurgery,2024-12-19,2024,Outpatient,68.0
Paediatric Respiratory Medicine,2024-12-19,2024,Outpatient,1656.0
Paediatric Surgery,2024-12-19,2024,Outpatient,1991.0
Paediatric Urology,2024-12-19,2024,Outpatient,1911.0
Paediatrics,2024-12-19,2024,Outpatient,18159.0
Pain Relief,2024-12-19,2024,Outpatient,43.0
Plastic Surgery,2024-12-19,2024,Outpatient,1141.0
Rheumatology,2024-12-19,2024,Outpatient,717.0
Small Volume Specialties,2024-12-19,2024,Outpatient,714.0
Urology,2024-12-19,2024,Outpatient,1767.0
Anaesthetics,2025-01-30,2025,Outpatient,71.0
Breast Surgery,2025-01-30,2025,Outpatient,2443.0
Cardio-Thoracic Surgery,2025-01-30,2025,Outpatient,403.0
Cardiology,2025-01-30,2025,Outpatient,37356.0
Chemical Pathology,2025-01-30,2025,Outpatient,84.0
Clinical (Medical) Genetics,2025-01-30,2025,Outpatient,2624.0
Clinical Immunology,2025-01-30,2025,Outpatient,3675.0
Clinical Neurophysiology,2025-01-30,2025,Outpatient,1441.0
Dermatology,2025-01-30,2025,Outpatient,50864.0
Diabetes Mellitus,2025-01-30,2025,Outpatient,2051.0
Endocrinology,2025-01-30,2025,Outpatient,19589.0
Gastro-Enterology,2025-01-30,2025,Outpatient,17630.0
Gastro-Intestinal Surgery,2025-01-30,2025,Outpatient,437.0
General Medicine,2025-01-30,2025,Outpatient,10997.0
General Surgery,2025-01-30,2025,Outpatient,30707.0
Geriatric Medicine,2025-01-30,2025,Outpatient,4077.0
Gynaecology,2025-01-30,2025,Outpatient,29485.0
Haematology,2025-01-30,2025,Outpatient,10035.0
Hepato-Biliary Surgery,2025-01-30,2025,Outpatient,145.0
Infectious Diseases,2025-01-30,2025,Outpatient,1507.0
Maxillo-Facial,2025-01-30,2025,Outpatient,2696.0
Metabolic Medicine,2025-01-30,2025,Outpatient,126.0
Nephrology,2025-01-30,2025,Outpatient,3851.0
Neurology,2025-01-30,2025,Outpatient,21956.0
Neurosurgery,2025-01-30,2025,Outpatient,11177.0
Oncology,2025-01-30,2025,Outpatient,561.0
Ophthalmology,2025-01-30,2025,Outpatient,33784.0
Orthopaedics,2025-01-30,2025,Outpatient,61309.0
Otolaryngology (ENT),2025-01-30,2025,Outpatient,33948.0
Paediatric Neurology,2025-01-30,2025,Outpatient,39.0
Paediatrics,2025-01-30,2025,Outpatient,181.0
Pain Relief,2025-01-30,2025,Outpatient,13940.0
Pathology,2025-01-30,2025,Outpatient,187.0
Plastic Surgery,2025-01-30,2025,Outpatient,13333.0
Psychiatry,2025-01-30,2025,Outpatient,566.0
Radiotherapy,2025-01-30,2025,Outpatient,38.0
Respiratory Medicine,2025-01-30,2025,Outpatient,24411.0
Rheumatology,2025-01-30,2025,Outpatient,11711.0
Small Volume Specialties,2025-01-30,2025,Outpatient,655.0
Urology,2025-01-30,2025,Outpatient,21949.0
Vascular Surgery,2025-01-30,2025,Outpatient,12579.0
Cardio-Thoracic Surgery,2025-01-30,2025,Outpatient,43.0
Cardiology,2025-01-30,2025,Outpatient,27.0
Clinical (Medical) Genetics,2025-01-30,2025,Outpatient,71.0
Clinical Immunology,2025-01-30,2025,Outpatient,767.0
Dental Surgery,2025-01-30,2025,Outpatient,414.0
Dermatology,2025-01-30,2025,Outpatient,3762.0
Developmental Paediatrics,2025-01-30,2025,Outpatient,794.0
General Surgery,2025-01-30,2025,Outpatient,1116.0
Gynaecology,2025-01-30,2025,Outpatient,536.0
Haematology,2025-01-30,2025,Outpatient,30.0
Immunology,2025-01-30,2025,Outpatient,368.0
Maxillo-Facial,2025-01-30,2025,Outpatient,350.0
Ophthalmology,2025-01-30,2025,Outpatient,3312.0
Orthopaedics,2025-01-30,2025,Outpatient,2282.0
Otolaryngology (ENT),2025-01-30,2025,Outpatient,8259.0
Paed Cardiology,2025-01-30,2025,Outpatient,3563.0
Paed Endocrinology,2025-01-30,2025,Outpatient,712.0
Paed Gastro-Enterol,2025-01-30,2025,Outpatient,979.0
Paed Haematology,2025-01-30,2025,Outpatient,314.0
Paed Metabolic Medicine,2025-01-30,2025,Outpatient,41.0
Paed Nephrology,2025-01-30,2025,Outpatient,594.0
Paed Orthopaedic,2025-01-30,2025,Outpatient,3632.0
Paediatric Dermatology,2025-01-30,2025,Outpatient,6186.0
Paediatric ENT,2025-01-30,2025,Outpatient,6266.0
Paediatric Infectious Diseases,2025-01-30,2025,Outpatient,56.0
Paediatric Neurology,2025-01-30,2025,Outpatient,1658.0
Paediatric Neurosurgery,2025-01-30,2025,Outpatient,57.0
Paediatric Respiratory Medicine,2025-01-30,2025,Outpatient,1667.0
Paediatric Surgery,2025-01-30,2025,Outpatient,1780.0
Paediatric Urology,2025-01-30,2025,Outpatient,2098.0
Paediatrics,2025-01-30,2025,Outpatient,18456.0
Pain Relief,2025-01-30,2025,Outpatient,52.0
Plastic Surgery,2025-01-30,2025,Outpatient,1148.0
Rheumatology,2025-01-30,2025,Outpatient,707.0
Small Volume Specialties,2025-01-30,2025,Outpatient,672.0
Urology,2025-01-30,2025,Outpatient,1862.0
Anaesthetics,2025-02-27,2025,Outpatient,34.0
Breast Surgery,2025-02-27,2025,Outpatient,2502.0
Cardio-Thoracic Surgery,2025-02-27,2025,Outpatient,449.0
Cardiology,2025-02-27,2025,Outpatient,38481.0
Chemical Pathology,2025-02-27,2025,Outpatient,92.0
Clinical (Medical) Genetics,2025-02-27,2025,Outpatient,2588.0
Clinical Immunology,2025-02-27,2025,Outpatient,3710.0
Clinical Neurophysiology,2025-02-27,2025,Outpatient,360.0
Dermatology,2025-02-27,2025,Outpatient,51838.0
Diabetes Mellitus,2025-02-27,2025,Outpatient,1984.0
Endocrinology,2025-02-27,2025,Outpatient,19805.0
Gastro-Enterology,2025-02-27,2025,Outpatient,18128.0
Gastro-Intestinal Surgery,2025-02-27,2025,Outpatient,373.0
General Medicine,2025-02-27,2025,Outpatient,11322.0
General Surgery,2025-02-27,2025,Outpatient,32630.0
Geriatric Medicine,2025-02-27,2025,Outpatient,4013.0
Gynaecology,2025-02-27,2025,Outpatient,30007.0
Haematology,2025-02-27,2025,Outpatient,10337.0
Hepato-Biliary Surgery,2025-02-27,2025,Outpatient,131.0
Infectious Diseases,2025-02-27,2025,Outpatient,1587.0
Maxillo-Facial,2025-02-27,2025,Outpatient,2615.0
Metabolic Medicine,2025-02-27,2025,Outpatient,127.0
Nephrology,2025-02-27,2025,Outpatient,3867.0
Neurology,2025-02-27,2025,Outpatient,21837.0
Neurosurgery,2025-02-27,2025,Outpatient,11010.0
Oncology,2025-02-27,2025,Outpatient,556.0
Ophthalmology,2025-02-27,2025,Outpatient,34585.0
Orthopaedics,2025-02-27,2025,Outpatient,62184.0
Otolaryngology (ENT),2025-02-27,2025,Outpatient,33926.0
Paed Cardiology,2025-02-27,2025,Outpatient,21.0
Paediatric Neurology,2025-02-27,2025,Outpatient,41.0
Paediatrics,2025-02-27,2025,Outpatient,169.0
Pain Relief,2025-02-27,2025,Outpatient,13946.0
Pathology,2025-02-27,2025,Outpatient,184.0
Plastic Surgery,2025-02-27,2025,Outpatient,13387.0
Psychiatry,2025-02-27,2025,Outpatient,602.0
Radiotherapy,2025-02-27,2025,Outpatient,36.0
Respiratory Medicine,2025-02-27,2025,Outpatient,24650.0
Rheumatology,2025-02-27,2025,Outpatient,11308.0
Small Volume Specialties,2025-02-27,2025,Outpatient,586.0
Urology,2025-02-27,2025,Outpatient,22187.0
Vascular Surgery,2025-02-27,2025,Outpatient,12443.0
Cardio-Thoracic Surgery,2025-02-27,2025,Outpatient,30.0
Cardiology,2025-02-27,2025,Outpatient,32.0
Clinical (Medical) Genetics,2025-02-27,2025,Outpatient,72.0
Clinical Immunology,2025-02-27,2025,Outpatient,772.0
Dental Surgery,2025-02-27,2025,Outpatient,403.0
Dermatology,2025-02-27,2025,Outpatient,3877.0
Developmental Paediatrics,2025-02-27,2025,Outpatient,764.0
General Surgery,2025-02-27,2025,Outpatient,1068.0
Gynaecology,2025-02-27,2025,Outpatient,613.0
Haematology,2025-02-27,2025,Outpatient,37.0
Immunology,2025-02-27,2025,Outpatient,380.0
Maxillo-Facial,2025-02-27,2025,Outpatient,338.0
Ophthalmology,2025-02-27,2025,Outpatient,3410.0
Orthopaedics,2025-02-27,2025,Outpatient,2414.0
Otolaryngology (ENT),2025-02-27,2025,Outpatient,8219.0
Paed Cardiology,2025-02-27,2025,Outpatient,3756.0
Paed Endocrinology,2025-02-27,2025,Outpatient,712.0
Paed Gastro-Enterol,2025-02-27,2025,Outpatient,1005.0
Paed Haematology,2025-02-27,2025,Outpatient,306.0
Paed Metabolic Medicine,2025-02-27,2025,Outpatient,32.0
Paed Nephrology,2025-02-27,2025,Outpatient,572.0
Paed Orthopaedic,2025-02-27,2025,Outpatient,3539.0
Paediatric Dermatology,2025-02-27,2025,Outpatient,6297.0
Paediatric ENT,2025-02-27,2025,Outpatient,6329.0
Paediatric Infectious Diseases,2025-02-27,2025,Outpatient,59.0
Paediatric Neurology,2025-02-27,2025,Outpatient,1650.0
Paediatric Neurosurgery,2025-02-27,2025,Outpatient,56.0
Paediatric Respiratory Medicine,2025-02-27,2025,Outpatient,1702.0
Paediatric Surgery,2025-02-27,2025,Outpatient,1707.0
Paediatric Urology,2025-02-27,2025,Outpatient,2154.0
Paediatrics,2025-02-27,2025,Outpatient,18306.0
Pain Relief,2025-02-27,2025,Outpatient,47.0
Plastic Surgery,2025-02-27,2025,Outpatient,1202.0
Rheumatology,2025-02-27,2025,Outpatient,618.0
Small Volume Specialties,2025-02-27,2025,Outpatient,675.0
Urology,2025-02-27,2025,Outpatient,1925.0
Anaesthetics,2025-03-27,2025,Outpatient,56.0
Breast Surgery,2025-03-27,2025,Outpatient,2450.0
Cardio-Thoracic Surgery,2025-03-27,2025,Outpatient,428.0
Cardiology,2025-03-27,2025,Outpatient,39322.0
Chemical Pathology,2025-03-27,2025,Outpatient,92.0
Clinical (Medical) Genetics,2025-03-27,2025,Outpatient,2719.0
Clinical Immunology,2025-03-27,2025,Outpatient,3861.0
Clinical Neurophysiology,2025-03-27,2025,Outpatient,21.0
Dermatology,2025-03-27,2025,Outpatient,52638.0
Diabetes Mellitus,2025-03-27,2025,Outpatient,1975.0
Endocrinology,2025-03-27,2025,Outpatient,20194.0
Gastro-Enterology,2025-03-27,2025,Outpatient,18331.0
Gastro-Intestinal Surgery,2025-03-27,2025,Outpatient,392.0
General Medicine,2025-03-27,2025,Outpatient,11453.0
General Surgery,2025-03-27,2025,Outpatient,32423.0
Geriatric Medicine,2025-03-27,2025,Outpatient,4131.0
Gynaecology,2025-03-27,2025,Outpatient,30726.0
Haematology,2025-03-27,2025,Outpatient,10463.0
Hepato-Biliary Surgery,2025-03-27,2025,Outpatient,139.0
Infectious Diseases,2025-03-27,2025,Outpatient,1450.0
Maxillo-Facial,2025-03-27,2025,Outpatient,2788.0
Metabolic Medicine,2025-03-27,2025,Outpatient,119.0
Nephrology,2025-03-27,2025,Outpatient,3829.0
Neurology,2025-03-27,2025,Outpatient,21808.0
Neurosurgery,2025-03-27,2025,Outpatient,11019.0
Obstetrics,2025-03-27,2025,Outpatient,20.0
Oncology,2025-03-27,2025,Outpatient,639.0
Ophthalmology,2025-03-27,2025,Outpatient,35124.0
Orthopaedics,2025-03-27,2025,Outpatient,62988.0
Otolaryngology (ENT),2025-03-27,2025,Outpatient,33985.0
Paed Cardiology,2025-03-27,2025,Outpatient,24.0
Paediatric Neurology,2025-03-27,2025,Outpatient,41.0
Paediatrics,2025-03-27,2025,Outpatient,139.0
Pain Relief,2025-03-27,2025,Outpatient,14037.0
Pathology,2025-03-27,2025,Outpatient,176.0
Plastic Surgery,2025-03-27,2025,Outpatient,13975.0
Psychiatry,2025-03-27,2025,Outpatient,643.0
Radiotherapy,2025-03-27,2025,Outpatient,24.0
Respiratory Medicine,2025-03-27,2025,Outpatient,24868.0
Rheumatology,2025-03-27,2025,Outpatient,11686.0
Small Volume Specialties,2025-03-27,2025,Outpatient,524.0
Urology,2025-03-27,2025,Outpatient,22137.0
Vascular Surgery,2025-03-27,2025,Outpatient,12554.0
Cardio-Thoracic Surgery,2025-03-27,2025,Outpatient,33.0
Cardiology,2025-03-27,2025,Outpatient,28.0
Clinical (Medical) Genetics,2025-03-27,2025,Outpatient,58.0
Clinical Immunology,2025-03-27,2025,Outpatient,807.0
Dental Surgery,2025-03-27,2025,Outpatient,419.0
Dermatology,2025-03-27,2025,Outpatient,3969.0
Developmental Paediatrics,2025-03-27,2025,Outpatient,694.0
General Surgery,2025-03-27,2025,Outpatient,1016.0
Gynaecology,2025-03-27,2025,Outpatient,587.0
Haematology,2025-03-27,2025,Outpatient,38.0
Immunology,2025-03-27,2025,Outpatient,373.0
Maxillo-Facial,2025-03-27,2025,Outpatient,354.0
Ophthalmology,2025-03-27,2025,Outpatient,3391.0
Orthopaedics,2025-03-27,2025,Outpatient,2366.0
Otolaryngology (ENT),2025-03-27,2025,Outpatient,8228.0
Paed Cardiology,2025-03-27,2025,Outpatient,3569.0
Paed Endocrinology,2025-03-27,2025,Outpatient,730.0
Paed Gastro-Enterol,2025-03-27,2025,Outpatient,1027.0
Paed Haematology,2025-03-27,2025,Outpatient,340.0
Paed Metabolic Medicine,2025-03-27,2025,Outpatient,29.0
Paed Nephrology,2025-03-27,2025,Outpatient,559.0
Paed Orthopaedic,2025-03-27,2025,Outpatient,3477.0
Paediatric Dermatology,2025-03-27,2025,Outpatient,6490.0
Paediatric ENT,2025-03-27,2025,Outpatient,6062.0
Paediatric Infectious Diseases,2025-03-27,2025,Outpatient,54.0
Paediatric Neurology,2025-03-27,2025,Outpatient,1771.0
Paediatric Neurosurgery,2025-03-27,2025,Outpatient,74.0
Paediatric Respiratory Medicine,2025-03-27,2025,Outpatient,1641.0
Paediatric Surgery,2025-03-27,2025,Outpatient,1655.0
Paediatric Urology,2025-03-27,2025,Outpatient,2260.0
Paediatrics,2025-03-27,2025,Outpatient,18647.0
Pain Relief,2025-03-27,2025,Outpatient,60.0
Plastic Surgery,2025-03-27,2025,Outpatient,1205.0
Rheumatology,2025-03-27,2025,Outpatient,649.0
Small Volume Specialties,2025-03-27,2025,Outpatient,643.0
Urology,2025-03-27,2025,Outpatient,2021.0
Anaesthetics,2025-04-24,2025,Outpatient,58.0
Breast Surgery,2025-04-24,2025,Outpatient,2427.0
Cardio-Thoracic Surgery,2025-04-24,2025,Outpatient,414.0
Cardiology,2025-04-24,2025,Outpatient,39256.0
Chemical Pathology,2025-04-24,2025,Outpatient,99.0
Clinical (Medical) Genetics,2025-04-24,2025,Outpatient,2803.0
Clinical Immunology,2025-04-24,2025,Outpatient,3897.0
Dermatology,2025-04-24,2025,Outpatient,53713.0
Diabetes Mellitus,2025-04-24,2025,Outpatient,1918.0
Endocrinology,2025-04-24,2025,Outpatient,20328.0
Gastro-Enterology,2025-04-24,2025,Outpatient,18236.0
Gastro-Intestinal Surgery,2025-04-24,2025,Outpatient,511.0
General Medicine,2025-04-24,2025,Outpatient,11595.0
General Surgery,2025-04-24,2025,Outpatient,32659.0
Geriatric Medicine,2025-04-24,2025,Outpatient,4254.0
Gynaecology,2025-04-24,2025,Outpatient,30490.0
Haematology,2025-04-24,2025,Outpatient,10591.0
Hepato-Biliary Surgery,2025-04-24,2025,Outpatient,135.0
Infectious Diseases,2025-04-24,2025,Outpatient,1413.0
Maxillo-Facial,2025-04-24,2025,Outpatient,2730.0
Metabolic Medicine,2025-04-24,2025,Outpatient,131.0
Nephrology,2025-04-24,2025,Outpatient,3729.0
Neurology,2025-04-24,2025,Outpatient,21783.0
Neurosurgery,2025-04-24,2025,Outpatient,11098.0
Obstetrics,2025-04-24,2025,Outpatient,23.0
Oncology,2025-04-24,2025,Outpatient,660.0
Ophthalmology,2025-04-24,2025,Outpatient,35407.0
Orthopaedics,2025-04-24,2025,Outpatient,64204.0
Otolaryngology (ENT),2025-04-24,2025,Outpatient,34523.0
Paed Cardiology,2025-04-24,2025,Outpatient,28.0
Paediatric Neurology,2025-04-24,2025,Outpatient,37.0
Paediatrics,2025-04-24,2025,Outpatient,160.0
Pain Relief,2025-04-24,2025,Outpatient,14200.0
Pathology,2025-04-24,2025,Outpatient,178.0
Plastic Surgery,2025-04-24,2025,Outpatient,13424.0
Psychiatry,2025-04-24,2025,Outpatient,523.0
Radiotherapy,2025-04-24,2025,Outpatient,29.0
Respiratory Medicine,2025-04-24,2025,Outpatient,24821.0
Rheumatology,2025-04-24,2025,Outpatient,12112.0
Small Volume Specialties,2025-04-24,2025,Outpatient,484.0
Urology,2025-04-24,2025,Outpatient,22552.0
Vascular Surgery,2025-04-24,2025,Outpatient,12600.0
Cardio-Thoracic Surgery,2025-04-24,2025,Outpatient,23.0
Clinical (Medical) Genetics,2025-04-24,2025,Outpatient,58.0
Clinical Immunology,2025-04-24,2025,Outpatient,775.0
Dental Surgery,2025-04-24,2025,Outpatient,414.0
